"COMMON_NAME","SCIENTIFIC_NAME","OBSERVATION_DATE","OBSERVATION_COUNT","APPROVED","COUNTRY","STATE","COUNTY","LATITUDE","LONGITUDE","OBS_DATE","YEAR"
"Sprague's Pipit","Anthus spragueii","2018-06-22","3","1","Canada","Saskatchewan","Maple Creek","49.1285400","-107.4289475",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","3","1","Canada","Saskatchewan","Maple Creek","49.1453629","-107.4311905",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","6","1","Canada","Saskatchewan","Maple Creek","49.1033440","-107.4093552",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","1","1","Canada","Saskatchewan","Maple Creek","49.0941582","-107.4741287",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","1","1","Canada","Saskatchewan","Moose Jaw","50.4413223","-106.6431580",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-01-01","1","1","United States","Texas","Refugio","28.3683330","-96.8466670",2018-01-01,2018
"Sprague's Pipit","Anthus spragueii","2018-01-01","1","1","United States","Texas","Waller","29.9321762","-95.9149790",2018-01-01,2018
"Sprague's Pipit","Anthus spragueii","2018-01-02","1","1","United States","Texas","San Patricio","28.0627190","-97.8780270",2018-01-02,2018
"Sprague's Pipit","Anthus spragueii","2018-01-01","1","1","United States","Texas","Waller","29.9321762","-95.9149790",2018-01-01,2018
"Sprague's Pipit","Anthus spragueii","2018-01-01","1","1","United States","Texas","Waller","29.9321762","-95.9149790",2018-01-01,2018
"Sprague's Pipit","Anthus spragueii","2018-01-01","1","1","United States","Texas","Waller","29.9321762","-95.9149790",2018-01-01,2018
"Sprague's Pipit","Anthus spragueii","2018-01-02","2","1","United States","Texas","Brazos","30.6743866","-96.5174246",2018-01-02,2018
"Sprague's Pipit","Anthus spragueii","2018-01-02","4","1","Mexico","Chihuahua","","29.7204084","-106.1340237",2018-01-02,2018
"Sprague's Pipit","Anthus spragueii","2018-01-01","1","1","United States","Texas","Jim Wells","28.0369646","-97.8697381",2018-01-01,2018
"Sprague's Pipit","Anthus spragueii","2018-01-03","1","1","United States","Texas","Hidalgo","26.1443850","-98.3217880",2018-01-03,2018
"Sprague's Pipit","Anthus spragueii","2018-01-03","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-03,2018
"Sprague's Pipit","Anthus spragueii","2018-01-03","1","1","United States","Texas","Kleberg","27.4965727","-98.0131540",2018-01-03,2018
"Sprague's Pipit","Anthus spragueii","2018-01-03","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-03,2018
"Sprague's Pipit","Anthus spragueii","2018-01-04","1","1","United States","Texas","DeWitt","29.0748970","-97.6535761",2018-01-04,2018
"Sprague's Pipit","Anthus spragueii","2018-01-04","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-04,2018
"Sprague's Pipit","Anthus spragueii","2018-01-04","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-04,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","4","1","United States","Texas","Cameron","26.0258236","-97.2584251",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-04","2","1","United States","Texas","Colorado","29.6713490","-96.2737083",2018-01-04,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","2","1","United States","Texas","San Patricio","28.0289570","-97.7053900",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","4","1","United States","Texas","Cameron","26.2258690","-97.3481930",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","1","1","United States","Texas","Hidalgo","26.2673502","-98.3251711",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","3","1","United States","Texas","Cameron","26.0416620","-97.2820770",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-06","1","1","United States","Texas","Harris","29.7560322","-95.0492263",2018-01-06,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-06","1","1","United States","Texas","San Patricio","28.0003160","-97.6926830",2018-01-06,2018
"Sprague's Pipit","Anthus spragueii","2018-01-06","1","1","United States","Texas","San Patricio","28.0003160","-97.6926830",2018-01-06,2018
"Sprague's Pipit","Anthus spragueii","2018-01-06","4","1","United States","Texas","Cameron","26.3202949","-97.6749188",2018-01-06,2018
"Sprague's Pipit","Anthus spragueii","2018-01-06","1","1","United States","Florida","Franklin","29.7255080","-85.0259600",2018-01-06,2018
"Sprague's Pipit","Anthus spragueii","2018-01-06","3","1","United States","Texas","Willacy","26.3061881","-97.5729704",2018-01-06,2018
"Sprague's Pipit","Anthus spragueii","2018-01-06","2","1","United States","Texas","Kenedy","26.7155827","-97.4695229",2018-01-06,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","1","1","United States","Louisiana","Acadia","30.2459243","-92.3556232",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-05","7","1","United States","Texas","Kleberg","27.5188805","-97.8027391",2018-01-05,2018
"Sprague's Pipit","Anthus spragueii","2018-01-03","1","1","Mexico","Chihuahua","","29.7385001","-106.1276722",2018-01-03,2018
"Sprague's Pipit","Anthus spragueii","2018-01-03","1","1","Mexico","Chihuahua","","29.7385001","-106.1276722",2018-01-03,2018
"Sprague's Pipit","Anthus spragueii","2018-01-07","4","1","United States","Texas","Colorado","29.6713490","-96.2737083",2018-01-07,2018
"Sprague's Pipit","Anthus spragueii","2018-01-08","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-08,2018
"Sprague's Pipit","Anthus spragueii","2018-01-08","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-08,2018
"Sprague's Pipit","Anthus spragueii","2018-01-04","2","1","United States","Florida","Franklin","29.7256260","-85.0286865",2018-01-04,2018
"Sprague's Pipit","Anthus spragueii","2018-01-09","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-09","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-09","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-09","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-09","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-09","1","1","United States","Texas","Williamson","30.5571330","-97.2461330",2018-01-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-09","1","1","United States","Texas","Williamson","30.5571330","-97.2461330",2018-01-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-09","1","1","United States","Texas","Williamson","30.5571330","-97.2461330",2018-01-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-10","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-10,2018
"Sprague's Pipit","Anthus spragueii","2018-01-10","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-10,2018
"Sprague's Pipit","Anthus spragueii","2018-01-11","1","1","United States","Texas","Travis","30.4369080","-97.5692797",2018-01-11,2018
"Sprague's Pipit","Anthus spragueii","2018-01-11","1","1","Mexico","Durango","","23.9173140","-104.7265460",2018-01-11,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","3","1","United States","Texas","Nacogdoches","31.5791940","-94.7043250",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-11","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-11,2018
"Sprague's Pipit","Anthus spragueii","2018-01-11","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-11,2018
"Sprague's Pipit","Anthus spragueii","2018-01-11","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-11,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","1","1","United States","Louisiana","Caddo","32.8398612","-93.8444853",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","1","1","United States","Texas","Waller","29.9335894","-95.8820629",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","3","1","United States","Texas","Nacogdoches","31.5791940","-94.7043250",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","4","1","United States","Texas","Nacogdoches","31.5790580","-94.7043930",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","1","1","United States","Texas","Rains","32.8530912","-95.8913876",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","1","1","United States","Texas","Hidalgo","26.4793139","-98.1626272",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","2","1","United States","Texas","Nacogdoches","31.5789210","-94.7042920",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","3","1","United States","Texas","Nacogdoches","31.5801210","-94.7086080",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","2","1","United States","Texas","Nacogdoches","31.5789010","-94.7040582",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","3","1","United States","Texas","Aransas","28.3015409","-96.8063205",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","2","1","Mexico","Durango","","24.8432941","-104.8730850",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","3","1","United States","Texas","Aransas","28.3015409","-96.8063205",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","1","1","United States","Texas","San Patricio","28.0289552","-97.6889706",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","1","1","United States","Florida","Franklin","29.7256260","-85.0286865",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","1","1","United States","Florida","Franklin","29.7256260","-85.0286865",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","1","1","United States","Florida","Franklin","29.7256260","-85.0286865",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","6","1","United States","Texas","Nacogdoches","31.5788090","-94.7043150",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","2","1","United States","Texas","Freestone","31.9832577","-96.0818564",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","5","1","United States","Texas","Nacogdoches","31.5777820","-94.7083470",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","6","1","United States","Texas","Nacogdoches","31.5783760","-94.7041199",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","3","1","United States","Texas","Nacogdoches","31.6034800","-94.6555100",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-04","3","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-04,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","4","1","United States","Texas","Nacogdoches","31.5791940","-94.7043250",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","1","1","United States","Texas","Brazoria","28.8938016","-95.5819988",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-13","2","1","United States","Texas","Nacogdoches","31.5789010","-94.7040582",2018-01-13,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","5","1","United States","Texas","Nacogdoches","31.5791640","-94.7043360",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","7","1","United States","Texas","Nacogdoches","31.5789010","-94.7041225",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","4","1","United States","Texas","Nacogdoches","31.5778000","-94.7083000",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","5","1","United States","Texas","Nacogdoches","31.5789010","-94.7040796",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-16","2","1","United States","Florida","Franklin","29.7256260","-85.0286865",2018-01-16,2018
"Sprague's Pipit","Anthus spragueii","2018-01-17","1","1","United States","Texas","Fisher","32.7366061","-100.5719376",2018-01-17,2018
"Sprague's Pipit","Anthus spragueii","2018-01-17","1","1","United States","Texas","Refugio","28.1200130","-97.1939780",2018-01-17,2018
"Sprague's Pipit","Anthus spragueii","2018-01-17","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-17,2018
"Sprague's Pipit","Anthus spragueii","2018-01-17","1","1","United States","Texas","DeWitt","29.0748970","-97.6535761",2018-01-17,2018
"Sprague's Pipit","Anthus spragueii","2018-01-16","1","1","Mexico","Durango","","26.2869586","-105.1181098",2018-01-16,2018
"Sprague's Pipit","Anthus spragueii","2018-01-19","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-19,2018
"Sprague's Pipit","Anthus spragueii","2018-01-19","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-19,2018
"Sprague's Pipit","Anthus spragueii","2018-01-19","1","1","United States","Texas","Refugio","28.1524680","-97.2091080",2018-01-19,2018
"Sprague's Pipit","Anthus spragueii","2018-01-19","2","1","United States","Texas","Hidalgo","26.1415610","-98.3250810",2018-01-19,2018
"Sprague's Pipit","Anthus spragueii","2018-01-19","4","1","United States","Texas","Kleberg","27.5188805","-97.8027391",2018-01-19,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","1","1","United States","Texas","Starr","26.5836148","-99.1452921",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","3","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","3","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","1","1","United States","New Mexico","Dona Ana","32.3003375","-107.1725750",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","1","1","United States","Texas","Starr","26.5836148","-99.1452921",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","1","1","United States","Texas","Refugio","28.1538067","-97.2096491",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","1","1","United States","New Mexico","Dona Ana","32.3003375","-107.1725750",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","1","1","United States","Texas","Starr","26.5836148","-99.1452921",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-21","1","1","United States","Texas","Refugio","28.1493370","-97.1968450",2018-01-21,2018
"Sprague's Pipit","Anthus spragueii","2018-01-21","1","1","United States","Texas","Brazoria","29.0592062","-95.2745684",2018-01-21,2018
"Sprague's Pipit","Anthus spragueii","2018-01-21","1","1","United States","Texas","Refugio","28.1194910","-97.1935110",2018-01-21,2018
"Sprague's Pipit","Anthus spragueii","2018-01-21","1","1","United States","Texas","Refugio","28.1194910","-97.1935110",2018-01-21,2018
"Sprague's Pipit","Anthus spragueii","2018-01-21","1","1","United States","Texas","Refugio","28.1194910","-97.1935110",2018-01-21,2018
"Sprague's Pipit","Anthus spragueii","2018-01-22","2","1","United States","Texas","Cameron","26.3203445","-97.5184250",2018-01-22,2018
"Sprague's Pipit","Anthus spragueii","2018-01-07","2","1","Mexico","Coahuila","","28.3718800","-102.3000526",2018-01-07,2018
"Sprague's Pipit","Anthus spragueii","2018-01-23","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-23,2018
"Sprague's Pipit","Anthus spragueii","2018-01-23","2","1","United States","Texas","Kenedy","26.8386200","-97.5721740",2018-01-23,2018
"Sprague's Pipit","Anthus spragueii","2018-01-23","2","1","United States","Texas","Kenedy","26.8611730","-97.5791350",2018-01-23,2018
"Sprague's Pipit","Anthus spragueii","2018-01-20","3","1","United States","Texas","Hidalgo","26.2787500","-98.1995860",2018-01-20,2018
"Sprague's Pipit","Anthus spragueii","2018-01-21","1","1","United States","Texas","Refugio","28.1163887","-97.1898651",2018-01-21,2018
"Sprague's Pipit","Anthus spragueii","2018-01-12","1","1","United States","Texas","Nacogdoches","31.4908220","-94.7478104",2018-01-12,2018
"Sprague's Pipit","Anthus spragueii","2018-01-21","1","1","United States","Texas","Starr","26.5575008","-99.1615982",2018-01-21,2018
"Sprague's Pipit","Anthus spragueii","2018-01-24","1","1","United States","Texas","Bell","31.1562236","-97.6614513",2018-01-24,2018
"Sprague's Pipit","Anthus spragueii","2018-01-24","1","1","United States","Texas","Bell","31.1562236","-97.6614513",2018-01-24,2018
"Sprague's Pipit","Anthus spragueii","2018-01-24","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-24,2018
"Sprague's Pipit","Anthus spragueii","2018-01-24","1","1","United States","Texas","Bexar","29.3456710","-98.7808228",2018-01-24,2018
"Sprague's Pipit","Anthus spragueii","2018-01-24","1","1","United States","Texas","DeWitt","29.0748970","-97.6535761",2018-01-24,2018
"Sprague's Pipit","Anthus spragueii","2018-01-24","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-24,2018
"Sprague's Pipit","Anthus spragueii","2018-01-24","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-24,2018
"Sprague's Pipit","Anthus spragueii","2018-01-23","3","1","United States","Florida","Franklin","29.7256260","-85.0286865",2018-01-23,2018
"Sprague's Pipit","Anthus spragueii","2018-01-24","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-24,2018
"Sprague's Pipit","Anthus spragueii","2018-01-23","1","1","United States","Texas","Hidalgo","26.3992885","-97.9671535",2018-01-23,2018
"Sprague's Pipit","Anthus spragueii","2018-01-23","2","1","United States","Texas","Hidalgo","26.5237672","-98.0783056",2018-01-23,2018
"Sprague's Pipit","Anthus spragueii","2018-01-25","1","1","United States","Texas","Calhoun","28.3719555","-96.6977978",2018-01-25,2018
"Sprague's Pipit","Anthus spragueii","2018-01-19","2","1","United States","Texas","Hidalgo","26.1398350","-98.3313400",2018-01-19,2018
"Sprague's Pipit","Anthus spragueii","2018-01-26","3","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-26,2018
"Sprague's Pipit","Anthus spragueii","2018-01-26","3","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-26,2018
"Sprague's Pipit","Anthus spragueii","2018-01-26","1","1","United States","Texas","Kleberg","27.4880959","-97.7273369",2018-01-26,2018
"Sprague's Pipit","Anthus spragueii","2018-01-27","1","1","United States","Texas","Cameron","26.3058710","-97.5733300",2018-01-27,2018
"Sprague's Pipit","Anthus spragueii","2018-01-27","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-27,2018
"Sprague's Pipit","Anthus spragueii","2018-01-19","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-19,2018
"Sprague's Pipit","Anthus spragueii","2018-01-28","2","1","United States","Louisiana","Caddo","32.8401150","-93.8427840",2018-01-28,2018
"Sprague's Pipit","Anthus spragueii","2018-01-26","1","1","Mexico","Durango","","26.4914696","-105.6143188",2018-01-26,2018
"Sprague's Pipit","Anthus spragueii","2018-01-27","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-27,2018
"Sprague's Pipit","Anthus spragueii","2018-01-27","1","1","United States","Texas","Cameron","26.3058710","-97.5733300",2018-01-27,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","5","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","3","1","United States","Texas","Hidalgo","26.1430750","-98.3245890",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","1","1","United States","Texas","DeWitt","29.0748970","-97.6535761",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","6","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","8","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","6","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","1","1","United States","Texas","Colorado","29.6115160","-96.2539760",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-30","2","1","United States","Texas","Kleberg","27.5299280","-97.7043600",2018-01-30,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","6","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","6","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","6","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-31","1","1","United States","Texas","Hidalgo","26.1082510","-98.1071640",2018-01-31,2018
"Sprague's Pipit","Anthus spragueii","2018-01-23","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-23,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","6","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-01-31","1","1","United States","Texas","Calhoun","28.5520503","-96.5570784",2018-01-31,2018
"Sprague's Pipit","Anthus spragueii","2018-01-29","6","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-29,2018
"Sprague's Pipit","Anthus spragueii","2018-02-03","3","1","Mexico","Durango","","24.8640106","-104.8480225",2018-02-03,2018
"Sprague's Pipit","Anthus spragueii","2018-02-03","1","1","United States","Texas","Willacy","26.4141449","-97.7517021",2018-02-03,2018
"Sprague's Pipit","Anthus spragueii","2018-02-04","2","1","United States","Texas","Aransas","28.1497681","-96.9762540",2018-02-04,2018
"Sprague's Pipit","Anthus spragueii","2018-02-04","1","1","United States","Texas","Galveston","29.2013871","-94.9630120",2018-02-04,2018
"Sprague's Pipit","Anthus spragueii","2018-02-04","2","1","United States","Texas","Hidalgo","26.1432320","-98.3245780",2018-02-04,2018
"Sprague's Pipit","Anthus spragueii","2018-02-04","1","1","United States","Texas","Fisher","32.7366061","-100.5719376",2018-02-04,2018
"Sprague's Pipit","Anthus spragueii","2018-01-17","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-17,2018
"Sprague's Pipit","Anthus spragueii","2018-02-05","1","1","United States","Arizona","Santa Cruz","31.6938400","-110.5963048",2018-02-05,2018
"Sprague's Pipit","Anthus spragueii","2018-02-04","1","1","United States","Texas","Galveston","29.3838952","-94.8671150",2018-02-04,2018
"Sprague's Pipit","Anthus spragueii","2018-02-02","1","1","United States","Texas","Matagorda","28.6475113","-96.0950947",2018-02-02,2018
"Sprague's Pipit","Anthus spragueii","2018-02-06","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-06,2018
"Sprague's Pipit","Anthus spragueii","2018-02-06","1","1","United States","Florida","Franklin","29.7256260","-85.0286865",2018-02-06,2018
"Sprague's Pipit","Anthus spragueii","2018-02-06","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-06,2018
"Sprague's Pipit","Anthus spragueii","2018-02-07","2","1","United States","Texas","Guadalupe","29.5722120","-97.9849370",2018-02-07,2018
"Sprague's Pipit","Anthus spragueii","2018-02-05","1","1","United States","Arizona","Santa Cruz","31.6938400","-110.5963048",2018-02-05,2018
"Sprague's Pipit","Anthus spragueii","2018-02-04","1","1","United States","Louisiana","Caddo","32.8349306","-93.8448618",2018-02-04,2018
"Sprague's Pipit","Anthus spragueii","2018-02-08","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-08,2018
"Sprague's Pipit","Anthus spragueii","2018-02-08","2","1","United States","Texas","DeWitt","29.0748970","-97.6535761",2018-02-08,2018
"Sprague's Pipit","Anthus spragueii","2018-02-09","1","1","Mexico","Ciudad de México","","19.2743720","-98.9826960",2018-02-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-19","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-01-19,2018
"Sprague's Pipit","Anthus spragueii","2018-02-09","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-09,2018
"Sprague's Pipit","Anthus spragueii","2018-02-09","1","1","United States","Texas","Rains","32.8530912","-95.8913876",2018-02-09,2018
"Sprague's Pipit","Anthus spragueii","2018-01-14","2","1","United States","Texas","Nacogdoches","31.6145772","-94.6444273",2018-01-14,2018
"Sprague's Pipit","Anthus spragueii","2018-02-10","3","1","United States","Texas","Colorado","29.6713490","-96.2737083",2018-02-10,2018
"Sprague's Pipit","Anthus spragueii","2018-02-10","1","1","United States","Texas","Calhoun","28.5467818","-96.5787338",2018-02-10,2018
"Sprague's Pipit","Anthus spragueii","2018-02-10","3","1","United States","Texas","Colorado","29.6713490","-96.2737083",2018-02-10,2018
"Sprague's Pipit","Anthus spragueii","2018-02-11","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-11,2018
"Sprague's Pipit","Anthus spragueii","2018-02-11","2","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-11,2018
"Sprague's Pipit","Anthus spragueii","2018-02-11","2","1","United States","Texas","Colorado","29.6713490","-96.2737083",2018-02-11,2018
"Sprague's Pipit","Anthus spragueii","2018-02-12","1","1","United States","Texas","Karnes","29.1147127","-97.7533865",2018-02-12,2018
"Sprague's Pipit","Anthus spragueii","2018-02-12","1","1","United States","Texas","Williamson","30.7472900","-97.3851900",2018-02-12,2018
"Sprague's Pipit","Anthus spragueii","2018-02-12","3","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-12,2018
"Sprague's Pipit","Anthus spragueii","2018-02-14","1","1","United States","Texas","Willacy","26.4532286","-97.7440460",2018-02-14,2018
"Sprague's Pipit","Anthus spragueii","2018-02-14","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-14,2018
"Sprague's Pipit","Anthus spragueii","2018-02-11","1","1","United States","Texas","Clay","34.0734929","-98.1376505",2018-02-11,2018
"Sprague's Pipit","Anthus spragueii","2018-02-11","1","1","United States","Texas","Clay","34.0734929","-98.1376505",2018-02-11,2018
"Sprague's Pipit","Anthus spragueii","2018-02-15","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-15,2018
"Sprague's Pipit","Anthus spragueii","2018-02-15","1","1","United States","Texas","Brazoria","28.8938016","-95.5819988",2018-02-15,2018
"Sprague's Pipit","Anthus spragueii","2018-02-15","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-15,2018
"Sprague's Pipit","Anthus spragueii","2018-02-15","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-15,2018
"Sprague's Pipit","Anthus spragueii","2018-02-15","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-15,2018
"Sprague's Pipit","Anthus spragueii","2018-02-15","1","1","United States","Texas","Hidalgo","26.1384105","-98.3327866",2018-02-15,2018
